schuljahr,abschlussart,geschlecht,schulart,anzahl
2007/08,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2007/08,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,13539
2007/08,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2007/08,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,43
2007/08,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2007/08,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2007/08,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,342
2007/08,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2008/09,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2008/09,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2008/09,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,11708
2008/09,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2008/09,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,40
2008/09,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2008/09,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2008/09,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,370
2008/09,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2009/10,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2009/10,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2009/10,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,6889
2009/10,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2009/10,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,27
2009/10,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2009/10,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2009/10,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,306
2009/10,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2010/11,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2010/11,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2010/11,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,6320
2010/11,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2010/11,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,50
2010/11,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2010/11,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2010/11,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,299
2010/11,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2011/12,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2011/12,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2011/12,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,6418
2011/12,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2011/12,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,41
2011/12,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2011/12,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2011/12,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,312
2011/12,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2012/13,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2012/13,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2012/13,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,7026
2012/13,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2012/13,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,53
2012/13,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2012/13,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2012/13,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,268
2012/13,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2013/14,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2013/14,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2013/14,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,7855
2013/14,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2013/14,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,54
2013/14,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2013/14,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2013/14,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,284
2013/14,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2014/15,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2014/15,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2014/15,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,9007
2014/15,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2014/15,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,56
2014/15,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2014/15,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2014/15,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,244
2014/15,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2015/16,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2015/16,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2015/16,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,9335
2015/16,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2015/16,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,59
2015/16,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2015/16,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2015/16,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,208
2015/16,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2016/17,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2016/17,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2016/17,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,10078
2016/17,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2016/17,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,56
2016/17,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2016/17,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2016/17,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,182
2016/17,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2017/18,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2017/18,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2017/18,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,9865
2017/18,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2017/18,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,64
2017/18,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2017/18,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2017/18,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,174
2017/18,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2018/19,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2018/19,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2018/19,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,10207
2018/19,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2018/19,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,46
2018/19,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2018/19,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2018/19,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,141
2018/19,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2019/20,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2019/20,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2019/20,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,9937
2019/20,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2019/20,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,52
2019/20,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2019/20,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2019/20,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,160
2019/20,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2020/21,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2020/21,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2020/21,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,9904
2020/21,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2020/21,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,66
2020/21,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2020/21,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2020/21,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,195
2020/21,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2021/22,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2021/22,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2021/22,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,10280
2021/22,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2021/22,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,51
2021/22,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2021/22,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2021/22,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,157
2021/22,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2022/23,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2022/23,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2022/23,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,9487
2022/23,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2022/23,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,72
2022/23,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2022/23,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,29
2022/23,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,185
2022/23,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2023/24,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2023/24,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2023/24,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,9481
2023/24,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2023/24,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,68
2023/24,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2023/24,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,40
2023/24,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,142
2023/24,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2024/25,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2024/25,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2024/25,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,10063
2024/25,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2024/25,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,68
2024/25,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2024/25,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2024/25,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,121
2024/25,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1994/95,Insgesamt,männlich,Grundschulen,-
1994/95,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,22156
1994/95,Insgesamt,männlich,Gymnasien,6269
1994/95,Insgesamt,männlich,Förderschulen,1803
1994/95,Insgesamt,männlich,Freie Waldorfschulen,3
1994/95,Insgesamt,männlich,Gemeinschaftsschulen,-
1994/95,Insgesamt,männlich,Integrierte Gesamtschulen,-
1994/95,Insgesamt,männlich,Schulen des zweiten Bildungsweges,259
1994/95,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1995/96,Insgesamt,männlich,Grundschulen,-
1995/96,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,22348
1995/96,Insgesamt,männlich,Gymnasien,6713
1995/96,Insgesamt,männlich,Förderschulen,1961
1995/96,Insgesamt,männlich,Freie Waldorfschulen,13
1995/96,Insgesamt,männlich,Gemeinschaftsschulen,-
1995/96,Insgesamt,männlich,Integrierte Gesamtschulen,-
1995/96,Insgesamt,männlich,Schulen des zweiten Bildungsweges,219
1995/96,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1996/97,Insgesamt,männlich,Grundschulen,-
1996/97,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,22040
1996/97,Insgesamt,männlich,Gymnasien,6781
1996/97,Insgesamt,männlich,Förderschulen,2087
1996/97,Insgesamt,männlich,Freie Waldorfschulen,9
1996/97,Insgesamt,männlich,Gemeinschaftsschulen,-
1996/97,Insgesamt,männlich,Integrierte Gesamtschulen,-
1996/97,Insgesamt,männlich,Schulen des zweiten Bildungsweges,256
1996/97,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1997/98,Insgesamt,männlich,Grundschulen,-
1997/98,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,20635
1997/98,Insgesamt,männlich,Gymnasien,6522
1997/98,Insgesamt,männlich,Förderschulen,2224
1997/98,Insgesamt,männlich,Freie Waldorfschulen,29
1997/98,Insgesamt,männlich,Gemeinschaftsschulen,-
1997/98,Insgesamt,männlich,Integrierte Gesamtschulen,-
1997/98,Insgesamt,männlich,Schulen des zweiten Bildungsweges,186
1997/98,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1998/99,Insgesamt,männlich,Grundschulen,-
1998/99,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,20431
1998/99,Insgesamt,männlich,Gymnasien,7023
1998/99,Insgesamt,männlich,Förderschulen,2286
1998/99,Insgesamt,männlich,Freie Waldorfschulen,35
1998/99,Insgesamt,männlich,Gemeinschaftsschulen,-
1998/99,Insgesamt,männlich,Integrierte Gesamtschulen,-
1998/99,Insgesamt,männlich,Schulen des zweiten Bildungsweges,200
1998/99,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1999/00,Insgesamt,männlich,Grundschulen,-
1999/00,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,20981
1999/00,Insgesamt,männlich,Gymnasien,7198
1999/00,Insgesamt,männlich,Förderschulen,2512
1999/00,Insgesamt,männlich,Freie Waldorfschulen,41
1999/00,Insgesamt,männlich,Gemeinschaftsschulen,-
1999/00,Insgesamt,männlich,Integrierte Gesamtschulen,-
1999/00,Insgesamt,männlich,Schulen des zweiten Bildungsweges,207
1999/00,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2000/01,Insgesamt,männlich,Grundschulen,-
2000/01,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,21094
2000/01,Insgesamt,männlich,Gymnasien,7140
2000/01,Insgesamt,männlich,Förderschulen,2341
2000/01,Insgesamt,männlich,Freie Waldorfschulen,27
2000/01,Insgesamt,männlich,Gemeinschaftsschulen,-
2000/01,Insgesamt,männlich,Integrierte Gesamtschulen,-
2000/01,Insgesamt,männlich,Schulen des zweiten Bildungsweges,205
2000/01,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2001/02,Insgesamt,männlich,Grundschulen,-
2001/02,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,20947
2001/02,Insgesamt,männlich,Gymnasien,6517
2001/02,Insgesamt,männlich,Förderschulen,2257
2001/02,Insgesamt,männlich,Freie Waldorfschulen,27
2001/02,Insgesamt,männlich,Gemeinschaftsschulen,-
2001/02,Insgesamt,männlich,Integrierte Gesamtschulen,-
2001/02,Insgesamt,männlich,Schulen des zweiten Bildungsweges,246
2001/02,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2002/03,Insgesamt,männlich,Grundschulen,-
2002/03,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,20063
2002/03,Insgesamt,männlich,Gymnasien,6104
2002/03,Insgesamt,männlich,Förderschulen,2177
2002/03,Insgesamt,männlich,Freie Waldorfschulen,26
2002/03,Insgesamt,männlich,Gemeinschaftsschulen,-
2002/03,Insgesamt,männlich,Integrierte Gesamtschulen,-
2002/03,Insgesamt,männlich,Schulen des zweiten Bildungsweges,270
2002/03,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2003/04,Insgesamt,männlich,Grundschulen,-
2003/04,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,19248
2003/04,Insgesamt,männlich,Gymnasien,6299
2003/04,Insgesamt,männlich,Förderschulen,2190
2003/04,Insgesamt,männlich,Freie Waldorfschulen,41
2003/04,Insgesamt,männlich,Gemeinschaftsschulen,-
2003/04,Insgesamt,männlich,Integrierte Gesamtschulen,-
2003/04,Insgesamt,männlich,Schulen des zweiten Bildungsweges,271
2003/04,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2004/05,Insgesamt,männlich,Grundschulen,-
2004/05,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,18402
2004/05,Insgesamt,männlich,Gymnasien,6240
2004/05,Insgesamt,männlich,Förderschulen,2220
2004/05,Insgesamt,männlich,Freie Waldorfschulen,31
2004/05,Insgesamt,männlich,Gemeinschaftsschulen,-
2004/05,Insgesamt,männlich,Integrierte Gesamtschulen,-
2004/05,Insgesamt,männlich,Schulen des zweiten Bildungsweges,323
2004/05,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2005/06,Insgesamt,männlich,Grundschulen,-
2005/06,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,16690
2005/06,Insgesamt,männlich,Gymnasien,6407
2005/06,Insgesamt,männlich,Förderschulen,1977
2005/06,Insgesamt,männlich,Freie Waldorfschulen,43
2005/06,Insgesamt,männlich,Gemeinschaftsschulen,-
2005/06,Insgesamt,männlich,Integrierte Gesamtschulen,-
2005/06,Insgesamt,männlich,Schulen des zweiten Bildungsweges,344
2005/06,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2006/07,Insgesamt,männlich,Grundschulen,-
2006/07,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,13660
2006/07,Insgesamt,männlich,Gymnasien,6441
2006/07,Insgesamt,männlich,Förderschulen,1845
2006/07,Insgesamt,männlich,Freie Waldorfschulen,34
2006/07,Insgesamt,männlich,Gemeinschaftsschulen,-
2006/07,Insgesamt,männlich,Integrierte Gesamtschulen,-
2006/07,Insgesamt,männlich,Schulen des zweiten Bildungsweges,364
2006/07,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2007/08,Insgesamt,männlich,Grundschulen,-
2007/08,Insgesamt,männlich,Schularten mit mehreren Bildungsgängen,9740
2007/08,Insgesamt,männlich,Gymnasien,6610
2007/08,Insgesamt,männlich,Förderschulen,1539
2007/08,Insgesamt,männlich,Freie Waldorfschulen,39
2007/08,Insgesamt,männlich,Gemeinschaftsschulen,-
2007/08,Insgesamt,männlich,Integrierte Gesamtschulen,-
2007/08,Insgesamt,männlich,Schulen des zweiten Bildungsweges,351
2007/08,Insgesamt,männlich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2008/09,Insgesamt,männlich,Grundschulen,-
