"id","name","owner_id","owner_abbreviation","owner_name","owner_type"
"429","Oberschule Seifhennersdorf","324","","Stadt Seifhennersdorf","13"
"62","Oberschule Strehla","378","","Stadt Strehla","13"
"2293","Oberschule Taucha","602","","Stadt Taucha","13"
"1986","Oberschule Thalheim","252","","Stadt Thalheim/Erzgeb.","13"
"2355","Oberschule Trebsen","462","","Stadt Trebsen/Mulde","13"
"677","Oberschule Waldheim","712","","Stadt Waldheim","13"
"2253","Oberschule Weinböhla","578","","Gemeinde Weinböhla","12"
"1930","Oberschule Weischlitz","897","","Gemeinde Weischlitz","12"
"2110","Oberschule Weißig","874","","Stadt Dresden","14"
"2111","Oberschule Weixdorf","874","","Stadt Dresden","14"
"2356","Oberschule Wermsdorf","223","","Gemeinde Wermsdorf","12"
"3133","Oberschule Westerzgebirge (Schule in freier Trägerschaft)","6018","BZE","BZE - Schulungsgesellschaft Erzgebirge gGmbH","20"
"268","Oberschule Wilsdruff","192","","Stadt Wilsdruff","13"
"999","Oberschule Zschorlau","144","","Gemeinde Zschorlau","12"
"2493","Palucca Hochschule für Tanz Dresden, Oberschule","6114","","Freistaat Sachsen - Staatsministerium für Wissenschaft, Kultur und Tourismus","11"
"2202","Park-Oberschule Zittau","318","","Stadt Zittau","15"
"2025","Paul-Fleming-Oberschule","92","","Stadt Hartenstein","13"
"2276","Paul-Guenther-Oberschule Geithain","646","","Stadt Geithain","13"
"2376","Paul-Robeson-Schule - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"3432","Paulus-Schule Königswartha - Evangelische Oberschule (Schule in freier Trägerschaft)","1310","EVSBZ","Evangelischer Schulverein im Landkreis Bautzen e. V.","21"
"21","Pestalozzi-Oberschule","288","","Stadt Pirna","15"
"2191","Pestalozzi-Oberschule Großschönau","355","","Gemeinde Großschönau","12"
"2347","Pestalozzi-Oberschule Hartha","725","","Stadt Hartha","13"
"2241","Pestalozzi-Oberschule Meißen","583","","Stadt Meißen","15"
"2197","Pestalozzi-Oberschule Neusalza-Spremberg","346","","Stadt Neusalza-Spremberg","13"
"1976","Pestalozzi-Oberschule Oberlungwitz","776","","Stadt Oberlungwitz","13"
"2199","Pestalozzi-Oberschule Oderwitz","336","","Gemeinde Oderwitz","12"
"1361","Pestalozzi-Oberschule Wilkau-Haßlau","55","","Stadt Wilkau-Haßlau","13"
"2357","Pestalozzi-Oberschule Wurzen","456","","Stadt Wurzen","15"
"1049","Pestalozzi-Schule, Oberschule","777","","Stadt Limbach-Oberfrohna","15"
"214","Pestalozzischule Radeberg Oberschule","27","","Stadt Radeberg","15"
"1385","Pestalozzischule, Oberschule","104","","Stadt Zwickau","15"
"669","Peter-Apian-Oberschule Leisnig","715","","Stadt Leisnig","13"
"867","Petrischule - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"3483","Private Ganztagsoberschule der Privaten Schule IBB gGmbH Dresden (Schule in freier Trägerschaft)","1078","IBB","Private Schule IBB gGmbH Dresden","29"
"3245","Private Oberschule Geyer (Schule in freier Trägerschaft)","1099","IAJ","IAJ Institut für Ausbildung Jugendlicher gGmbH","29"
"3156","Rahn Education Freie Oberschule Leipzig (Schule in freier Trägerschaft)","1039","RAHN","Dr. P. Rahn & Partner Schulen in freier Trägerschaft gemeinnützige Schulgesellschaft mbH","29"
"432","Richard-von-Schlieben-Oberschule","318","","Stadt Zittau","15"
"777","Robert-Härtwig-Schule Oschatz, Oberschule","227","","Stadt Oschatz","15"
"857","Rosa-Parks-Schule - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"931","Rudi-Glöckner-Schule - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"3277","Sachsenring-Oberschule Callenberg/Hohenstein-Ernstthal","785","","Stadt Hohenstein-Ernstthal","15"
"1299","Sahnschule, Oberschule","106","","Stadt Crimmitschau","15"
"2568","Schkola Oberland - Freie Schule an der Haine (Oberschule) (Schule in freier Trägerschaft)","1070","SCHKO","SCHKOLA gGmbH","20"
"3439","Schkola Ostritz - Umweltmodellschule Oberschule (Schule in freier Trägerschaft)","1070","SCHKO","SCHKOLA gGmbH","20"
"2383","Schule am Adler - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"2315","Schule am Leinepark Oberschule Krostitz","746","","Gemeinde Krostitz","12"
"710","Schule am Thümmlitzwald, Oberschule der Stadt Grimma","471","","Stadt Grimma","15"
"3791","Schule am Weißeplatz - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"3792","Schule Georg-Schwarz-Str. - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"4107","Schule Höltystraße - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"4065","Schule Ihmelsstraße - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"2285","Schule Mölkau - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"2399","Schule Paunsdorf - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"4034","Schule Ratzelstraße - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"2294","Schule Wiederitzsch - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"459","Scultetus-Oberschule","367","","Stadt Görlitz","15"
"2879","Seminar-Oberschule Auerbach","925","","Stadt Auerbach/Vogtl.","15"
"3409","Semper-Oberschule (Schule in freier Trägerschaft)","6128","SEMPM","Semper Schulen Media gemeinnützige GmbH","20"
"2337","Sophienschule Colditz, Oberschule","481","","Stadt Colditz","13"
"2166","Sorbische Oberschule ""Dr. Maria Grollmuß"" Radibor","807","","Gemeinde Radibor","12"
"2165","Sorbische Oberschule ""Michal Hornik"" Räckelwitz","109","","Gemeinde Räckelwitz","12"
"2143","Sorbische Oberschule Bautzen","833","","Landkreis Bautzen","16"
"2167","Sorbische Oberschule Ralbitz","110","","Gemeinde Ralbitz-Rosenthal","12"
"1880","Sportoberschule Chemnitz","873","","Stadt Chemnitz","14"
"475","Sportoberschule Dresden","874","","Stadt Dresden","14"
"2371","Sportoberschule Leipzig - Oberschule der Stadt Leipzig","876","","Stadt Leipzig","14"
"3935","SRH Oberschule Dresden (Schule in freier Trägerschaft)","6078","SRHBW","SRH Berufsbildungswerk Sachsen GmbH","20"
"1982","Stadtschule Schwarzenberg, Oberschule","146","","Stadt Schwarzenberg/Erzgeb.","15"
"1126","Tännichtschule, Oberschule","779","","Stadt Meerane","13"
"3414","TRIAS Oberschule Elsterberg (Schule in freier Trägerschaft)","1441","SIS","Saxony International School - Carl Hahn gemeinnützige GmbH","29"
"2240","Triebischtal-Oberschule Meißen","583","","Stadt Meißen","15"
"1147","Turley-Oberschule Oelsnitz","262","","Stadt Oelsnitz/Erzgeb.","13"
"1423","Untere Luisenschule, Oberschule","873","","Stadt Chemnitz","14"
"1607","Waldorfschule Chemnitz (Schule in freier Trägerschaft)","1007","WDC","Waldorfschulverein Chemnitz e.V.","22"
"2024","Wehrdigtschule, Oberschule","788","","Stadt Glauchau","15"
"1908","Weinholdschule Oberschule","880","","Stadt Reichenbach im Vogtland","15"
"1901","Wilhelm-Adolph-von-Trützschler- Oberschule Stadt Falkenstein","931","","Stadt Falkenstein/Vogtl.","13"
"2187","Wilhelm-von-Polenz-Oberschule Cunewalde","833","","Landkreis Bautzen","16"
"3436","WIR- Freie Oberschule Bernsdorf (Schule in freier Trägerschaft)","6072","BDORF","Schulverein der Oberschule Bernsdorf e.V.","22"
"1212","Zentralschule Adorf, Oberschule","954","","Stadt Adorf/Vogtl.","13"
"980","„Glück auf!"" - Oberschule Eibenstock","164","","Stadt Eibenstock","13"
